phot_g_mean_mag,parallax,bp_rp
13.245995,6.218305747254558,1.4933176
13.715944,8.571991340849785,1.8879976
11.022458,5.450259838106739,0.933939
18.17079,7.091813568281665,3.2543964
14.789889,6.745497639120155,2.3640394
9.3280115,10.280783321840447,0.8091631
18.308487,5.013049990891008,3.0264606
17.595055,5.5492501803665615,3.036479
18.375116,10.252904521300094,4.127615
15.544519,6.781546162962162,2.4792814
15.099951,10.201649170576227,2.7580147
19.20938,5.5660000006245305,3.17663
12.634139,6.459101296292154,1.3227158
15.969509,5.613717556374501,2.5307178
17.620804,5.252565311213222,2.8198795
16.206173,5.557534102007492,2.4598246
16.4256,5.056890498589605,2.4769402
16.269468,8.39459869205892,2.7809792
16.994873,8.353504460260169,2.8837957
18.295553,7.1571281258353565,3.2962418
18.675928,7.008388545049188,3.0752735
14.599003,6.45734303359028,2.0327473
17.854736,5.595053492005138,3.0275135
9.817498,8.253570634587922,0.7383137
18.30459,6.688705687881429,0.20723534
16.052933,5.38847906415484,2.3780785
16.168074,6.856751588371256,2.5337362
16.481632,5.503636041106264,2.590598
14.195886,6.3296420810262495,1.9688749
12.82802,7.536055076293047,1.481246
13.162901,6.048465928309779,1.5726843
14.659656,5.475766592577251,1.9258099
13.753369,5.761080943205901,1.7330027
15.636635,5.4786001659725345,2.636097
17.58537,5.128964150454363,3.0113926
18.603992,5.154202148320693,3.187313
16.838861,12.511292758202144,3.3259745
16.759638,8.449022066590022,2.761835
18.020662,8.052720127375487,3.7378883
12.85731,5.719710478877944,1.3793001
17.86427,5.400946672752556,2.7914124
14.801329,6.924643374435648,2.112216
17.231272,6.241324833342985,2.8035698
17.221449,7.801166151449589,3.0173397
11.65582,15.39140254575313,1.6816721
17.647196,7.174000793286416,3.1446705
15.162973,6.149472069495888,2.103612
8.671337,101.42379529598418,2.1754298
16.306393,12.247763883933395,2.9177446
10.006614,11.617072738753084,0.94754696
15.896359,6.561026363652189,2.6782646
8.893695,7.533443124562121,0.57214165
17.204027,5.825329015156706,2.8813705
19.091532,5.190394416457716,3.1032104
16.538507,5.623571232831706,2.5186844
17.763899,5.397745465577111,2.752617
7.130009,9.502209052764051,0.39045763
13.213606,5.256485776242285,1.3926153
16.52621,6.189237547663627,2.365634
